movieId,userId,rating
2281,5,5.0
1361,5,3.0
1362,5,3.0
4273,5,3.0
4274,5,3.0
4265,5,5.0
1110,5,5.0
2671,5,3.0
696,6,3.0
341,6,4.0
893,6,4.0
2452,6,4.0
1553,6,2.0
1540,6,2.0
2141,6,5.0
3749,6,3.0
1573,6,4.0
2930,6,5.0
3156,6,4.0
2382,6,4.0
2169,6,3.0
2153,6,4.0
1530,6,4.0
1319,6,5.0
1032,6,4.0
2687,6,4.0
646,6,4.0
1252,6,3.0
2993,6,4.0
557,6,5.0
1994,6,4.0
636,6,4.0
1729,6,4.0
300,6,3.0
821,6,4.0
921,6,5.0
824,6,3.0
3353,6,3.0
356,6,3.0
536,6,5.0
1283,6,3.0
3447,6,2.0
1380,6,3.0
737,6,3.0
76,6,3.0
1893,6,3.0
827,6,4.0
2709,6,3.0
2535,6,4.0
1567,6,3.0
983,6,4.0
930,6,4.0
3236,6,2.0
1939,6,1.0
1305,6,4.0
3471,6,3.0
2950,6,5.0
2819,6,3.0
2204,6,3.0
678,6,5.0
2697,6,3.0
810,6,5.0
3702,6,3.0
1545,6,5.0
283,6,4.0
585,6,3.0
677,6,3.0
645,6,4.0
2545,6,4.0
676,6,5.0
404,6,3.0
3834,6,3.0
835,6,3.0
3254,6,3.0
1814,6,5.0
2486,6,4.0
2685,6,3.0
1246,6,4.0
1821,6,3.0
2765,6,3.0
1136,6,2.0
1839,6,5.0
2020,6,5.0
1698,6,5.0
280,6,3.0
2281,6,5.0
1361,6,3.0
1362,6,3.0
4273,6,3.0
4274,6,3.0
4265,6,4.0
1110,6,3.0
2671,6,4.0
1303,6,4.0
1038,6,4.0
1810,6,4.0
1087,6,2.0
384,6,5.0
966,6,1.0
2751,6,3.0
1498,6,4.0
3514,6,4.0
1067,6,4.0
1924,6,4.0
4016,6,3.0
1107,6,4.0
3934,6,3.0
1544,7,4.5
636,7,4.5
356,7,4.0
810,7,5.0
283,7,3.0
676,7,5.0
2020,7,2.0
1698,7,3.0
280,7,2.5
1361,7,3.0
1362,7,3.0
4273,7,3.0
4274,7,3.0
426,7,4.0
4179,7,4.0
3819,7,3.0
2970,7,4.0
2517,7,4.0
1528,7,4.0
2173,7,5.0
2456,7,1.5
2288,7,5.0
2327,7,3.5
366,7,5.0
1377,7,3.0
905,7,0.5
150,7,4.0
2021,7,1.5
4340,7,4.5
397,7,3.5
279,7,5.0
234,7,1.5
814,7,3.0
1122,7,4.5
1360,7,2.0
71,7,1.5
2519,7,4.0
344,7,4.5
374,7,1.5
910,7,4.5
275,7,1.5
214,7,1.0
512,7,3.5
1548,7,4.0
351,7,2.5
546,7,3.0
631,7,4.0
402,7,2.0
1834,7,2.0
900,7,4.0
111,7,0.5
364,7,4.5
279,7,1.0
535,7,1.5
1017,7,3.0
232,7,4.0
389,7,4.0
632,7,3.5
160,7,3.5
231,7,0.5
276,7,4.0
445,7,3.0
565,7,1.5
277,7,4.5
884,7,4.0
1541,7,4.5
166,7,0.5
200,7,4.5
2102,7,4.5
725,7,4.0
566,7,3.5
192,7,2.5
1551,7,4.5
31,7,4.5
304,7,1.0
715,7,4.5
608,7,1.0
526,7,1.0
717,7,4.5
2410,7,4.0
4298,7,4.0
1178,7,3.5
1845,7,2.5
292,7,2.5
248,7,4.0
539,7,2.0
442,7,1.5
746,7,2.0
1179,7,3.5
268,7,3.5
230,7,1.0
120,7,2.0
186,7,3.0
3352,7,3.5
34,7,4.0
567,7,4.5
577,7,0.5
11,7,1.0
879,7,4.5
673,7,2.5
278,7,4.5
527,7,3.0
696,8,2.0
1540,8,4.0
1573,8,5.0
2721,8,3.0
557,8,3.0
636,8,4.0
300,8,2.0
76,8,3.0
2371,8,3.0
930,8,3.0
3236,8,4.0
810,8,3.0
3702,8,5.0
1545,8,4.0
283,8,5.0
676,8,4.0
1814,8,2.0
1821,8,5.0
2514,8,3.0
2020,8,3.0
2281,8,5.0
1361,8,3.0
1362,8,3.0
4273,8,3.0
4274,8,3.0
2671,8,3.0
3156,9,3.0
4780,9,4.0
2795,9,4.0
2288,9,5.0
2821,9,4.0
2332,9,2.0
1154,9,3.0
1167,9,4.0
713,9,2.0
4104,9,3.0
2521,9,1.0
632,9,4.0
231,9,3.0
276,9,4.0
3525,9,4.0
674,9,5.0
569,9,1.0
2957,9,1.0
148,9,3.0
4070,9,4.0
2310,9,5.0
317,9,4.0
3236,10,1.0
810,10,3.5
1698,10,4.0
2671,10,3.5
4336,10,4.0
3452,10,0.5
2458,10,3.0
905,10,3.5
353,10,4.0
1122,10,3.5
2519,10,1.0
663,10,0.5
275,10,4.0
2983,10,3.0
1834,10,3.5
900,10,4.5
2319,10,4.5
1759,10,3.5
1301,10,3.0
823,10,3.0
704,10,3.0
911,10,3.0
1868,10,3.0
329,10,3.5
1836,10,4.0
1063,10,4.0
439,10,4.0
2862,10,3.0
649,10,4.0
1658,10,4.5
516,10,3.5
2333,10,3.5
146,10,5.0
31,10,3.5
958,10,3.5
1845,10,1.0
2400,10,3.5
816,10,4.5
249,10,3.0
120,10,5.0
1727,10,3.0
1687,10,4.0
2572,10,2.5
278,10,5.0
688,10,3.0
2453,10,1.5
3338,10,3.5
1563,10,3.0
3349,10,3.5
1209,10,2.5
4593,10,2.0
887,10,3.0
2476,10,2.0
12,10,3.5
1339,10,4.5
914,10,0.5
1164,10,3.5
67,10,4.0
9,10,3.0
1170,10,0.5
1568,10,2.5
1,10,2.5
357,10,3.0
888,10,3.0
615,10,5.0
3267,10,3.5
1234,10,2.5
7,10,3.5
227,10,2.0
1838,10,3.5
1307,10,3.0
138,10,3.5
926,10,4.0
56,10,4.0
3345,10,4.0
30,10,5.0
217,10,1.0
507,10,4.0
141,10,4.0
2865,10,4.0
3266,10,2.5
125,10,4.5
1389,10,2.0
96,10,0.5
2028,10,4.5
3029,10,3.5
3,10,5.0
2663,10,4.0
1175,10,5.0
696,11,3.0
2930,11,4.0
2103,11,2.0
646,11,3.0
557,11,5.0
636,11,5.0
300,11,3.0
356,11,3.0
1283,11,4.0
76,11,3.0
930,11,4.0
678,11,5.0
810,11,5.0
1545,11,3.0
283,11,4.0
645,11,3.0
676,11,4.0
3834,11,3.0
280,11,4.0
426,11,4.0
384,11,4.0
707,11,3.0
2517,11,5.0
3680,11,4.0
574,11,3.0
474,11,1.0
241,11,3.0
1344,11,4.0
447,11,4.0
443,11,3.0
366,11,5.0
946,11,4.0
456,11,4.0
1857,11,4.0
388,11,4.0
1213,11,5.0
2979,11,4.0
26,11,5.0
905,11,5.0
1892,11,4.0
150,11,4.0
165,11,4.0
2021,11,4.0
1364,11,2.0
629,11,5.0
2721,12,4.0
536,12,5.0
2535,12,4.5
3702,12,3.5
3514,12,5.0
3819,12,4.5
2662,12,3.5
3533,12,5.0
2824,12,3.0
26,12,5.0
433,12,3.5
3241,12,3.5
2985,12,5.0
2742,12,5.0
1542,12,4.0
3580,12,4.5
631,12,4.5
1301,12,4.0
1063,12,5.0
1727,12,5.0
1339,12,5.0
2671,13,3.0
771,13,4.0
593,13,3.0
4638,13,4.0
26,13,4.0
2533,13,3.0
2931,13,2.0
1998,13,4.0
1996,13,2.0
275,13,5.0
834,13,4.0
512,13,4.0
347,13,4.0
644,13,4.0
1974,13,3.0
766,13,4.0
351,13,3.0
2909,13,5.0
1553,14,1.0
3749,14,4.0
2721,14,3.0
646,14,5.0
557,14,5.0
636,14,4.0
300,14,2.0
1253,14,3.0
1567,14,5.0
3236,14,3.0
2950,14,5.0
2819,14,2.0
810,14,4.0
1545,14,3.0
677,14,4.0
645,14,4.0
2545,14,4.0
676,14,3.0
2486,14,3.0
1821,14,3.0
1839,14,4.0
2514,14,3.0
2281,14,4.0
1361,14,2.0
1362,14,2.0
4273,14,2.0
4274,14,2.0
2671,14,3.0
1544,15,2.5
2103,15,1.0
821,15,1.0
3236,15,4.0
810,15,5.0
1821,15,5.0
1698,15,3.0
280,15,5.0
1110,15,2.0
978,15,2.0
2406,15,5.0
839,15,5.0
3162,15,5.0
2662,15,3.5
2288,15,5.0
1354,15,4.5
1154,15,5.0
1167,15,4.0
629,15,3.5
841,15,2.5
3061,15,4.5
2519,15,4.0
208,15,4.5
663,15,2.5
376,15,5.0
1538,15,5.0
3261,15,3.5
681,15,4.0
275,15,5.0
2460,15,1.5
3707,15,4.0
546,15,3.0
631,15,4.0
385,15,3.5
3577,15,1.5
900,15,3.0
364,15,4.0
232,15,3.5
276,15,4.0
884,15,5.0
329,15,3.0
3244,15,3.5
829,15,3.0
2746,15,3.5
831,15,3.0
566,15,2.5
267,15,3.5
230,15,5.0
1201,15,4.5
511,15,3.0
119,15,3.0
117,15,3.5
69,15,2.0
58,15,3.5
131,15,3.0
1816,15,4.0
3628,15,3.0
67,15,3.5
3343,15,4.0
1557,15,3.5
1620,15,4.0
348,15,2.5
1,15,3.0
97,15,3.5
1509,15,3.5
427,15,3.0
221,15,3.0
1571,15,3.0
217,15,4.0
288,15,1.0
229,15,4.0
46,15,3.5
240,15,4.5
819,15,4.0
96,15,4.0
86,15,1.5
75,15,4.5
694,15,4.5
95,15,1.5
2755,15,2.0
1010,15,2.5
128,15,2.0
789,15,2.0
65,15,1.0
271,15,4.0
78,15,4.5
1189,15,3.0
3560,15,5.0
1685,15,3.5
4344,16,4.5
737,16,2.0
3236,16,3.0
810,16,3.5
1821,16,4.0
1728,16,4.5
4179,16,4.5
978,16,4.0
4336,16,3.5
4307,16,4.0
4586,16,4.0
4297,16,3.5
3725,16,4.0
2608,16,5.0
4609,16,4.0
4082,16,4.0
1528,16,4.0
1850,16,3.5
839,16,4.0
3162,16,4.0
2173,16,3.0
3745,16,4.0
1377,16,3.5
3470,16,3.5
2979,16,3.5
3061,16,3.5
920,16,3.0
871,16,3.0
2066,16,3.5
619,16,3.5
2519,16,3.5
663,16,3.5
892,16,3.5
3707,16,4.0
2909,16,3.0
3577,16,4.5
3712,16,3.5
2155,16,3.5
3946,16,4.0
58,16,4.0
67,16,4.0
43,16,4.5
97,16,3.0
1544,17,4.5
2103,17,3.5
557,17,4.5
4344,17,4.0
636,17,3.5
3236,17,5.0
810,17,5.0
676,17,4.5
1821,17,4.5
1728,17,3.5
280,17,4.5
2281,17,4.5
1361,17,4.5
1362,17,4.5
4273,17,4.5
4274,17,4.5
4179,17,4.5
4012,17,3.5
3990,17,3.5
33,17,4.5
1705,17,4.0
4307,17,4.0
3449,17,4.5
707,17,3.5
3725,17,4.5
1850,17,4.5
2347,17,4.5
3243,17,4.0
2288,17,4.5
1008,17,4.0
3680,17,3.0
2320,17,3.5
2824,17,4.0
1397,17,3.0
629,17,4.5
3061,17,4.5
3049,17,4.5
2519,17,4.0
663,17,4.5
3178,17,4.5
4677,17,3.5
3707,17,4.5
3577,17,4.0
2995,17,4.0
1559,17,3.5
3946,17,4.0
120,17,4.0
58,17,3.5
572,17,4.0
159,17,4.5
43,17,4.0
97,17,4.5
1368,17,4.0
1544,18,3.5
893,18,4.5
1573,18,2.5
2930,18,4.0
2184,18,3.5
2993,18,2.5
557,18,4.5
4344,18,4.0
1994,18,3.5
3353,18,4.0
356,18,4.0
3447,18,4.0
76,18,3.0
4780,18,4.0
2371,18,4.5
3236,18,4.0
1305,18,4.0
2950,18,4.0
2819,18,2.5
810,18,4.5
1545,18,2.5
283,18,2.5
676,18,3.5
1814,18,3.5
2486,18,4.0
1821,18,4.5
1728,18,4.0
2793,18,4.0
2514,18,3.5
1698,18,3.5
280,18,4.5
2281,18,4.0
426,18,3.0
804,18,3.0
453,18,3.0
3893,18,4.5
978,18,3.5
2970,18,4.0
2675,18,3.5
1705,18,4.0
4307,18,4.0
2795,18,4.0
4586,18,4.5
3725,18,4.5
4609,18,5.0
4082,18,4.5
1528,18,3.5
1850,18,4.5
839,18,4.0
3162,18,4.0
2173,18,4.5
1666,18,4.5
2456,18,4.0
2288,18,4.0
2493,18,3.5
1008,18,4.0
1036,18,4.5
574,18,3.5
1370,18,4.0
2818,18,4.5
2320,18,3.5
474,18,3.0
1397,18,4.0
2327,18,2.5
388,18,3.0
1377,18,4.0
1354,18,3.5
301,18,3.5
2979,18,4.0
26,18,4.0
2825,18,4.0
905,18,3.5
2148,18,3.5
150,18,3.0
165,18,3.5
4340,18,4.0
1815,18,4.0
1364,18,3.5
1154,18,3.5
1167,18,3.0
629,18,4.0
1700,18,4.0
841,18,3.5
2111,18,4.0
3061,18,4.0
3206,18,3.0
920,18,3.5
1360,18,2.5
2813,18,3.5
2089,18,3.0
663,18,4.5
2756,18,4.0
3008,18,4.5
2095,18,3.0
4244,18,4.0
275,18,4.5
4677,18,3.5
1123,18,3.5
512,18,4.0
3707,18,4.5
546,18,2.5
2451,18,4.0
2909,18,4.5
3577,18,4.5
1584,18,4.0
1853,18,4.0
900,18,4.0
279,18,3.0
1016,18,3.0
1719,18,3.0
232,18,4.0
389,18,4.0
632,18,4.0
1012,18,3.5
160,18,4.0
276,18,4.0
445,18,4.0
674,18,3.0
3897,18,3.5
277,18,3.5
2256,18,3.5
756,18,2.5
317,18,4.0
884,18,4.0
424,18,3.5
329,18,4.0
166,18,3.0
200,18,4.5
187,18,2.0
1704,18,3.0
2102,18,3.5
1559,18,4.0
829,18,3.5
1044,18,0.5
584,18,4.5
2746,18,4.5
516,18,3.0
1899,18,3.0
3444,18,3.0
2155,18,4.0
729,18,3.5
831,18,3.5
566,18,3.5
192,18,3.5
1849,18,2.5
267,18,3.5
4022,18,3.5
715,18,4.0
2139,18,3.5
3639,18,4.0
4298,18,3.5
1178,18,4.0
248,18,3.0
3946,18,3.5
3435,18,3.5
118,18,4.0
816,18,2.0
1179,18,3.5
510,18,3.5
120,18,4.5
243,18,3.5
1296,18,3.5
1516,18,3.0
1137,18,4.0
1597,18,4.0
3352,18,4.0
2628,18,4.0
1687,18,4.0
933,18,4.5
919,18,4.5
1761,18,4.5
34,18,4.0
567,18,3.5
13,18,4.0
3242,18,3.5
1487,18,1.0
2856,18,3.0
1963,18,3.5
119,18,3.5
422,18,4.5
688,18,3.5
2,18,3.5
262,18,3.0
112,18,3.0
985,18,4.5
2181,18,3.5
2064,18,4.0
282,18,4.5
421,18,3.5
2619,18,4.0
69,18,4.0
54,18,2.5
182,18,4.0
116,18,2.5
164,18,3.5
640,18,3.0
1973,18,3.5
1706,18,3.5
1816,18,3.5
572,18,3.5
751,18,4.0
123,18,4.0
159,18,3.5
67,18,4.0
281,18,4.0
3343,18,4.0
1557,18,3.5
1568,18,3.5
60,18,3.0
1,18,4.0
357,18,4.5
2160,18,3.5
440,18,4.5
33,18,3.5
3336,18,4.0
1346,18,3.0
207,18,2.5
1723,18,4.5
80,18,4.0
43,18,4.0
97,18,4.5
189,18,3.0
412,18,4.0
2806,18,3.5
1509,18,3.5
1613,18,3.5
130,18,3.5
18,18,3.0
102,18,4.0
2561,18,3.0
170,18,4.0
427,18,4.0
206,18,4.0
904,18,2.5
1571,18,3.0
4028,18,4.0
302,18,3.5
217,18,3.0
288,18,4.0
748,18,3.5
3860,18,4.0
32,18,3.5
48,18,4.0
520,18,4.0
223,18,3.5
1743,18,3.0
1053,18,3.0
127,18,3.5
184,18,4.0
1479,18,4.0
96,18,4.5
86,18,3.5
47,18,4.0
75,18,3.5
3871,18,4.5
95,18,4.5
2755,18,4.5
2525,18,4.5
201,18,3.5
2550,18,4.0
2555,18,3.5
8,18,3.5
183,18,4.0
789,18,3.5
27,18,3.0
65,18,4.0
271,18,4.5
78,18,3.5
57,18,3.5
177,18,3.5
1912,18,4.0
2126,18,4.5
371,18,3.5
219,18,3.0
1544,19,4.0
696,19,2.0
341,19,2.0
1553,19,2.0
1573,19,4.0
2103,19,3.0
813,19,1.0
2184,19,2.0
1032,19,2.0
2993,19,2.0
300,19,2.0
821,19,3.0
824,19,2.0
356,19,3.0
1283,19,3.0
1380,19,2.0
76,19,2.0
4780,19,3.0
2371,19,4.0
1305,19,2.0
3471,19,3.0
1628,19,2.0
2819,19,2.0
2204,19,2.0
810,19,2.0
3702,19,4.0
1545,19,4.0
1718,19,2.0
283,19,3.0
953,19,2.0
645,19,3.0
676,19,2.0
404,19,2.0
835,19,2.0
3254,19,3.0
1814,19,2.0
1728,19,4.0
1136,19,2.0
2514,19,3.0
2020,19,3.0
1698,19,3.0
280,19,5.0
1361,19,5.0
1362,19,5.0
4273,19,5.0
4274,19,5.0
2671,19,3.0
3154,19,3.0
1303,19,2.0
426,19,3.0
804,19,2.0
453,19,1.0
3218,19,4.0
1810,19,3.0
1087,19,2.0
384,19,2.0
2695,19,3.0
2341,19,2.0
966,19,1.0
1886,19,2.0
479,19,2.0
571,19,2.0
978,19,2.0
1067,19,4.0
3706,19,2.0
3990,19,4.0
2970,19,3.0
4227,19,4.0
2675,19,3.0
3452,19,2.0
33,19,1.0
2220,19,3.0
3934,19,4.0
4079,19,3.0
4307,19,3.0
2971,19,5.0
3464,19,3.0
4586,19,3.0
3725,19,4.0
2406,19,3.0
839,19,4.0
3162,19,4.0
2948,19,3.0
2173,19,4.0
3243,19,3.0
2662,19,4.0
2288,19,4.0
3993,19,4.0
1008,19,5.0
2458,19,3.0
3605,19,2.0
1616,19,3.0
2797,19,2.0
3739,19,2.0
1036,19,3.0
728,19,3.0
1370,19,3.0
1753,19,5.0
1586,19,1.0
2818,19,5.0
2320,19,3.0
1962,19,4.0
429,19,3.0
2739,19,3.0
3448,19,3.0
474,19,3.0
2824,19,2.0
2285,19,3.0
857,19,1.0
1039,19,3.0
1524,19,2.0
1061,19,1.0
2568,19,2.0
2327,19,3.0
447,19,3.0
260,19,1.0
211,19,1.0
305,19,4.0
1033,19,3.0
443,19,4.0
366,19,3.0
817,19,2.0
771,19,1.0
1194,19,2.0
456,19,2.0
1379,19,2.0
1377,19,4.0
2408,19,2.0
802,19,2.0
1354,19,4.0
2982,19,3.0
301,19,2.0
3393,19,2.0
1614,19,3.0
875,19,3.0
741,19,1.0
451,19,3.0
1964,19,3.0
246,19,3.0
2540,19,2.0
1765,19,3.0
550,19,2.0
905,19,2.0
2148,19,3.0
4371,19,1.0
462,19,2.0
3638,19,3.0
1248,19,1.0
1578,19,2.0
458,19,2.0
3015,19,2.0
353,19,3.0
150,19,2.0
165,19,3.0
1193,19,3.0
4745,19,3.0
2021,19,4.0
3171,19,2.0
1399,19,3.0
1364,19,3.0
2915,19,3.0
954,19,3.0
1154,19,2.0
1167,19,3.0
1781,19,2.0
2584,19,2.0
1721,19,2.0
3241,19,3.0
1700,19,3.0
432,19,4.0
1912,19,3.0
1058,19,3.0
2693,19,2.0
4365,19,2.0
2533,19,4.0
4646,19,3.0
2679,19,2.0
705,19,3.0
2923,19,3.0
2172,19,2.0
1971,19,1.0
3052,19,3.0
582,19,3.0
1783,19,4.0
2349,19,3.0
639,19,2.0
1654,19,2.0
1646,19,2.0
3206,19,3.0
2985,19,3.0
920,19,3.0
3487,19,4.0
1417,19,3.0
3049,19,2.0
2911,19,1.0
3354,19,2.0
1561,19,2.0
2749,19,1.0
2742,19,3.0
626,19,2.0
2629,19,4.0
234,19,3.0
814,19,3.0
871,19,3.0
1298,19,1.0
2436,19,1.0
1360,19,3.0
1542,19,2.0
1537,19,3.0
71,19,1.0
2813,19,3.0
1979,19,2.0
519,19,1.0
719,19,2.0
619,19,5.0
1612,19,3.0
3831,19,2.0
2317,19,3.0
1214,19,2.0
3372,19,3.0
1504,19,2.0
2519,19,4.0
1341,19,2.0
1651,19,3.0
1695,19,3.0
3257,19,3.0
208,19,3.0
2089,19,3.0
663,19,5.0
2829,19,5.0
225,19,3.0
2289,19,2.0
2756,19,4.0
418,19,3.0
3835,19,2.0
2018,19,2.0
22,19,3.0
3178,19,3.0
2177,19,2.0
3008,19,3.0
1500,19,3.0
2670,19,1.0
1610,19,2.0
297,19,2.0
344,19,2.0
2322,19,1.0
376,19,1.0
1055,19,4.0
776,19,1.0
3174,19,3.0
2587,19,1.0
2095,19,2.0
833,19,2.0
1166,19,2.0
1998,19,3.0
1348,19,2.0
2481,19,2.0
1996,19,2.0
3889,19,4.0
3542,19,2.0
2072,19,2.0
2730,19,3.0
2614,19,2.0
2090,19,4.0
2178,19,3.0
2151,19,2.0
573,19,2.0
1538,19,3.0
1115,19,2.0
3261,19,2.0
1688,19,2.0
275,19,3.0
2353,19,2.0
214,19,2.0
834,19,3.0
4003,19,3.0
1789,19,3.0
2999,19,2.0
2589,19,2.0
1921,19,2.0
2478,19,2.0
874,19,2.0
540,19,4.0
1123,19,3.0
896,19,3.0
512,19,4.0
347,19,2.0
1062,19,3.0
367,19,1.0
3926,19,1.0
1573,20,4.0
813,20,5.0
821,20,3.0
2514,20,3.0
1698,20,5.0
4265,20,5.0
1110,20,4.5
2751,20,2.5
4012,20,4.0
2407,20,4.5
327,20,4.5
3452,20,4.5
3017,20,3.0
33,20,3.5
3934,20,5.0
2971,20,5.0
4056,20,4.5
3448,20,5.0
1524,20,4.0
305,20,4.5
875,20,4.5
246,20,3.0
433,20,2.0
353,20,5.0
3454,20,5.0
4448,20,4.0
3241,20,3.5
564,20,5.0
432,20,4.5
1058,20,2.0
705,20,3.5
468,20,2.0
71,20,1.0
1979,20,5.0
1612,20,4.5
830,20,2.5
22,20,5.0
344,20,5.0
269,20,3.0
466,20,5.0
3348,20,3.5
1998,20,3.0
910,20,3.5
239,20,4.0
1538,20,3.0
1972,20,3.0
3261,20,1.0
1688,20,1.5
681,20,3.0
2552,20,3.0
275,20,4.5
195,20,2.5
214,20,3.0
834,20,2.0
874,20,1.0
1123,20,5.0
512,20,3.5
2983,20,2.5
766,20,4.5
812,20,3.5
3580,20,4.5
351,20,3.5
1565,20,0.5
546,20,2.5
524,20,2.0
1835,20,4.0
1114,20,4.0
385,20,3.5
1045,20,3.5
1793,20,4.0
652,20,5.0
2735,20,2.5
2998,20,4.0
3577,20,3.5
1366,20,0.5
1834,20,5.0
900,20,5.0
876,20,3.5
111,20,4.0
469,20,3.5
359,20,1.5
333,20,0.5
364,20,3.0
3732,20,3.5
169,20,3.5
2319,20,3.0
335,20,1.5
3536,20,3.0
279,20,3.0
1543,20,3.0
2042,20,1.0
1054,20,3.5
1719,20,3.5
2001,20,0.5
2630,20,1.5
1065,20,3.0
232,20,4.0
373,20,3.5
1828,20,4.0
2335,20,4.5
2030,20,4.0
3747,20,4.0
4299,20,3.0
632,20,5.0
865,20,3.0
1060,20,3.5
3597,20,4.0
716,20,0.5
160,20,3.0
939,20,4.0
231,20,4.0
1035,20,4.0
415,20,0.5
276,20,4.5
747,20,2.0
674,20,1.0
565,20,3.0
1304,20,0.5
569,20,0.5
498,20,3.5
3561,20,4.0
277,20,4.5
884,20,4.5
1541,20,5.0
934,20,3.0
2106,20,4.0
1544,21,3.5
696,21,5.0
1553,21,2.5
2103,21,1.0
813,21,3.0
1994,21,3.0
356,21,3.5
1283,21,2.0
3236,21,3.5
810,21,4.5
676,21,4.0
1814,21,2.5
1728,21,3.5
2514,21,2.5
1698,21,4.0
280,21,3.5
1361,21,3.5
1362,21,3.5
4273,21,3.5
4274,21,3.5
2671,21,4.0
426,21,4.5
1087,21,3.5
2341,21,4.0
1705,21,3.5
2406,21,2.0
839,21,1.5
3162,21,1.5
